"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 181",,,,"Date:","30 Oct 2019 16:50:25 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
31-10 15:45:51,93.484,5.764,0.752,0.0,0.0,0.0,0.0,2740224.0,3884367872.0,71008256.0,1304670208.0,3012333568.0,0.0,0.0,1.460,0.530,0.680
31-10 15:45:52,90.476,5.263,3.759,0.501,0.0,0.0,0.0,86016.0,3662344192.0,71008256.0,1302073344.0,3236954112.0,0.0,0.0,1.580,0.570,0.690
31-10 15:45:53,92.250,4.250,3.500,0.0,0.0,0.0,0.0,3031040.0,3332415488.0,71028736.0,1304645632.0,3564290048.0,0.0,0.0,1.580,0.570,0.690
31-10 15:45:54,97.494,1.754,0.752,0.0,0.0,0.0,0.0,135168.0,3419619328.0,71028736.0,1304551424.0,3477180416.0,0.0,0.0,1.580,0.570,0.690
31-10 15:45:55,98.492,1.256,0.251,0.0,0.0,0.0,0.0,139264.0,3439947776.0,71028736.0,1304551424.0,3456851968.0,134.0,0.0,1.580,0.570,0.690
31-10 15:45:56,97.756,1.995,0.249,0.0,0.0,0.0,0.0,167936.0,3523145728.0,71028736.0,1304653824.0,3373551616.0,90.0,0.0,1.580,0.570,0.690
31-10 15:45:57,95.477,4.523,0.0,0.0,0.0,0.0,0.0,40960.0,3645005824.0,71028736.0,1304657920.0,3251687424.0,0.0,0.0,1.770,0.630,0.710
31-10 15:45:58,94.737,4.261,0.752,0.251,0.0,0.0,0.0,229376.0,3683971072.0,71036928.0,1301921792.0,3215450112.0,0.0,0.0,1.770,0.630,0.710
31-10 15:45:59,93.484,3.509,2.757,0.251,0.0,0.0,0.0,2830336.0,3387502592.0,71045120.0,1306488832.0,3507343360.0,0.0,0.0,1.770,0.630,0.710
31-10 15:46:00,96.992,2.256,0.752,0.0,0.0,0.0,0.0,12288.0,3470012416.0,71045120.0,1306501120.0,3424821248.0,134.0,0.0,1.770,0.630,0.710
31-10 15:46:01,96.725,2.771,0.504,0.0,0.0,0.0,16384.0,151552.0,3562045440.0,71053312.0,1305673728.0,3333607424.0,0.0,0.0,1.770,0.630,0.710
31-10 15:46:02,97.257,2.494,0.249,0.0,0.0,0.0,0.0,192512.0,3581485056.0,71053312.0,1305726976.0,3314114560.0,0.0,0.0,2.110,0.720,0.740
31-10 15:46:03,97.733,1.763,0.504,0.0,0.0,0.0,4096.0,483328.0,3623919616.0,71061504.0,1305546752.0,3271852032.0,700.0,0.0,2.110,0.720,0.740
31-10 15:46:04,96.259,3.491,0.249,0.0,0.0,0.0,0.0,229376.0,3688554496.0,71061504.0,1306607616.0,3206156288.0,0.0,0.0,2.110,0.720,0.740
31-10 15:46:05,94.737,4.261,1.003,0.0,0.0,0.0,0.0,225280.0,3775234048.0,71061504.0,1306456064.0,3119628288.0,198.0,64.0,2.110,0.720,0.740
31-10 15:46:06,89.724,5.013,5.013,0.251,0.0,0.0,0.0,2772992.0,3556794368.0,71061504.0,1306251264.0,3338272768.0,0.0,0.0,2.110,0.720,0.740
31-10 15:46:07,96.250,2.750,1.0,0.0,0.0,0.0,0.0,86016.0,3669114880.0,71061504.0,1303736320.0,3228467200.0,90.0,0.0,2.420,0.800,0.770
31-10 15:46:08,95.012,2.244,2.494,0.249,0.0,0.0,0.0,2719744.0,3357130752.0,71061504.0,1306468352.0,3537719296.0,0.0,0.0,2.420,0.800,0.770
31-10 15:46:09,95.718,3.275,1.008,0.0,0.0,0.0,0.0,430080.0,3416985600.0,71077888.0,1306361856.0,3477954560.0,122.0,0.0,2.420,0.800,0.770
31-10 15:46:10,97.500,2.250,0.250,0.0,0.0,0.0,0.0,139264.0,3440603136.0,71077888.0,1306357760.0,3454341120.0,134.0,0.0,2.420,0.800,0.770
31-10 15:46:11,96.742,2.757,0.251,0.251,0.0,0.0,0.0,159744.0,3514028032.0,71077888.0,1306464256.0,3380809728.0,0.0,0.0,2.420,0.800,0.770
31-10 15:46:12,97.756,1.995,0.249,0.0,0.0,0.0,0.0,49152.0,3658018816.0,71077888.0,1306468352.0,3236814848.0,0.0,0.0,2.630,0.870,0.790
31-10 15:46:13,97.750,2.250,0.0,0.0,0.0,0.0,0.0,20480.0,3701342208.0,71077888.0,1303654400.0,3196305408.0,0.0,0.0,2.630,0.870,0.790
31-10 15:46:14,94.962,3.526,1.511,0.0,0.0,0.0,0.0,2985984.0,3402526720.0,71094272.0,1306427392.0,3492331520.0,0.0,0.0,2.630,0.870,0.790
31-10 15:46:15,96.231,2.764,1.005,0.0,0.0,0.0,0.0,73728.0,3499876352.0,71094272.0,1306431488.0,3394977792.0,518.0,0.0,2.630,0.870,0.790
31-10 15:46:16,96.742,1.754,1.504,0.0,0.0,0.0,0.0,53248.0,3560341504.0,71094272.0,1306329088.0,3334615040.0,384.0,0.0,2.630,0.870,0.790
31-10 15:46:17,97.236,2.513,0.251,0.0,0.0,0.0,0.0,233472.0,3586560000.0,71094272.0,1306320896.0,3308404736.0,384.0,0.0,2.900,0.960,0.820
31-10 15:46:18,97.756,1.995,0.249,0.0,0.0,0.0,0.0,167936.0,3637809152.0,71094272.0,1306435584.0,3257040896.0,0.0,0.0,2.900,0.960,0.820
31-10 15:46:19,97.756,1.995,0.0,0.0,0.0,0.249,0.0,491520.0,3670056960.0,71102464.0,1306431488.0,3224788992.0,0.0,0.0,2.900,0.960,0.820
31-10 15:46:20,96.491,3.258,0.251,0.0,0.0,0.0,0.0,335872.0,3777343488.0,71110656.0,1306431488.0,3117494272.0,134.0,0.0,2.900,0.960,0.820
31-10 15:46:21,93.233,5.013,1.754,0.0,0.0,0.0,0.0,311296.0,3924496384.0,71110656.0,1305563136.0,2971209728.0,0.0,0.0,2.900,0.960,0.820
31-10 15:46:22,91.980,5.013,3.008,0.0,0.0,0.0,0.0,2801664.0,3657502720.0,71110656.0,1306431488.0,3237335040.0,0.0,0.0,3.070,1.030,0.840
31-10 15:46:23,95.739,3.008,1.003,0.251,0.0,0.0,0.0,2703360.0,3745386496.0,71110656.0,1306329088.0,3149553664.0,0.0,0.0,3.070,1.030,0.840
31-10 15:46:24,93.467,2.010,4.523,0.0,0.0,0.0,0.0,434176.0,3360092160.0,71118848.0,1306333184.0,3534835712.0,0.0,0.0,3.070,1.030,0.840
31-10 15:46:25,95.739,2.506,1.754,0.0,0.0,0.0,0.0,262144.0,3368185856.0,71118848.0,1306451968.0,3526623232.0,134.0,0.0,3.070,1.030,0.840
31-10 15:46:26,94.236,2.005,3.759,0.0,0.0,0.0,0.0,147456.0,3543052288.0,71127040.0,1306529792.0,3351670784.0,90.0,0.0,3.070,1.030,0.840
31-10 15:46:27,95.226,2.513,2.261,0.0,0.0,0.0,0.0,2711552.0,3615940608.0,71127040.0,1306497024.0,3278815232.0,0.0,0.0,3.140,1.080,0.860
31-10 15:46:28,85.965,3.759,10.025,0.251,0.0,0.0,0.0,102400.0,3295793152.0,71127040.0,1306464256.0,3598995456.0,0.0,0.0,3.140,1.080,0.860
31-10 15:46:29,86.146,1.259,11.587,1.008,0.0,0.0,0.0,368640.0,3333947392.0,71135232.0,1306345472.0,3560951808.0,0.0,0.0,3.140,1.080,0.860
31-10 15:46:30,98.0,1.750,0.250,0.0,0.0,0.0,0.0,245760.0,3364757504.0,71135232.0,1306378240.0,3530108928.0,134.0,0.0,3.140,1.080,0.860
31-10 15:46:31,90.955,1.759,7.035,0.251,0.0,0.0,0.0,65536.0,3418574848.0,71135232.0,1306447872.0,3476221952.0,0.0,0.0,3.140,1.080,0.860
31-10 15:46:32,96.241,2.757,1.003,0.0,0.0,0.0,0.0,61440.0,3541037056.0,71135232.0,1303982080.0,3356225536.0,0.0,0.0,3.370,1.160,0.890
31-10 15:46:33,79.040,2.778,17.929,0.253,0.0,0.0,0.0,2859008.0,3231010816.0,71143424.0,1305858048.0,3664367616.0,700.0,0.0,3.370,1.160,0.890
31-10 15:46:34,89.447,2.764,7.035,0.754,0.0,0.0,0.0,229376.0,3334692864.0,71151616.0,1305858048.0,3560677376.0,64.0,64.0,3.370,1.160,0.890
31-10 15:46:35,94.015,1.746,4.239,0.0,0.0,0.0,0.0,262144.0,3350200320.0,71151616.0,1307848704.0,3543179264.0,134.0,0.0,3.370,1.160,0.890
31-10 15:46:36,93.451,1.511,5.038,0.0,0.0,0.0,0.0,172032.0,3379998720.0,71151616.0,1307873280.0,3513356288.0,122.0,0.0,3.370,1.160,0.890
31-10 15:46:37,96.491,3.008,0.501,0.0,0.0,0.0,0.0,61440.0,3454689280.0,71151616.0,1307873280.0,3438665728.0,0.0,0.0,3.500,1.220,0.910
31-10 15:46:38,92.424,1.768,5.556,0.253,0.0,0.0,0.0,2785280.0,3188355072.0,71159808.0,1307934720.0,3704930304.0,0.0,0.0,3.500,1.220,0.910
31-10 15:46:39,66.247,1.511,31.486,0.756,0.0,0.0,0.0,278528.0,3257049088.0,71168000.0,1307832320.0,3636330496.0,0.0,0.0,3.500,1.220,0.910
31-10 15:46:40,63.980,1.763,32.494,1.511,0.0,0.252,0.0,262144.0,3260887040.0,71168000.0,1307815936.0,3632508928.0,776.0,0.0,3.500,1.220,0.910
31-10 15:46:41,52.658,2.278,44.304,0.759,0.0,0.0,0.0,204800.0,3414552576.0,71168000.0,1307918336.0,3478740992.0,0.0,0.0,3.500,1.220,0.910
31-10 15:46:42,85.678,2.261,11.809,0.251,0.0,0.0,0.0,2748416.0,3103064064.0,71168000.0,1307914240.0,3790233600.0,0.0,0.0,3.620,1.290,0.930
31-10 15:46:43,87.657,2.015,10.076,0.252,0.0,0.0,0.0,0.0,3192082432.0,71168000.0,1307893760.0,3701235712.0,0.0,0.0,3.620,1.290,0.930
31-10 15:46:44,94.975,2.010,2.764,0.251,0.0,0.0,0.0,270336.0,3252092928.0,71184384.0,1307893760.0,3641208832.0,0.0,0.0,3.620,1.290,0.930
31-10 15:46:45,95.0,2.0,2.750,0.250,0.0,0.0,0.0,28672.0,3273859072.0,71184384.0,1307893760.0,3619442688.0,224.0,0.0,3.620,1.290,0.930
31-10 15:46:46,90.152,2.020,7.828,0.0,0.0,0.0,0.0,40960.0,3387494400.0,71184384.0,1307893760.0,3505807360.0,0.0,0.0,3.620,1.290,0.930
31-10 15:46:47,93.985,2.256,3.759,0.0,0.0,0.0,0.0,28672.0,3412541440.0,71184384.0,1307889664.0,3480764416.0,0.0,0.0,3.810,1.360,0.960
31-10 15:46:48,92.982,2.256,4.762,0.0,0.0,0.0,0.0,180224.0,3504521216.0,71184384.0,1307779072.0,3388895232.0,0.0,0.0,3.810,1.360,0.960
31-10 15:46:49,87.940,2.261,9.548,0.251,0.0,0.0,0.0,471040.0,3510988800.0,71192576.0,1307828224.0,3382370304.0,0.0,0.0,3.810,1.360,0.960
31-10 15:46:50,93.250,2.500,4.250,0.0,0.0,0.0,0.0,487424.0,3689390080.0,71200768.0,1307652096.0,3204136960.0,134.0,0.0,3.810,1.360,0.960
31-10 15:46:51,83.586,3.283,12.626,0.505,0.0,0.0,0.0,102400.0,3430137856.0,71200768.0,1307869184.0,3463172096.0,0.0,0.0,3.810,1.360,0.960
31-10 15:46:52,87.719,3.509,8.020,0.752,0.0,0.0,0.0,2682880.0,3176165376.0,71200768.0,1305448448.0,3719565312.0,552.0,0.0,3.750,1.390,0.970
31-10 15:46:53,76.633,1.759,21.357,0.251,0.0,0.0,0.0,65536.0,3130974208.0,71200768.0,1305800704.0,3764404224.0,0.0,0.0,3.750,1.390,0.970
31-10 15:46:54,59.950,1.511,36.776,1.763,0.0,0.0,0.0,245760.0,3177332736.0,71208960.0,1305767936.0,3718070272.0,0.0,0.0,3.750,1.390,0.970
31-10 15:46:55,62.155,1.754,35.338,0.752,0.0,0.0,0.0,61440.0,3254693888.0,71208960.0,1305853952.0,3640623104.0,134.0,0.0,3.750,1.390,0.970
31-10 15:46:56,56.642,0.752,41.604,1.003,0.0,0.0,0.0,548864.0,3260641280.0,71217152.0,1305726976.0,3634794496.0,1052.0,633.0,3.750,1.390,0.970
31-10 15:46:57,59.250,2.250,37.500,1.0,0.0,0.0,0.0,217088.0,3369623552.0,71217152.0,1305772032.0,3525767168.0,400.0,0.0,3.530,1.380,0.970
31-10 15:46:58,60.0,3.500,35.500,1.0,0.0,0.0,0.0,2748416.0,3028500480.0,71217152.0,1305780224.0,3866882048.0,670.0,0.0,3.530,1.380,0.970
31-10 15:46:59,42.211,1.759,54.774,1.256,0.0,0.0,0.0,0.0,3110084608.0,71217152.0,1305780224.0,3785297920.0,0.0,0.0,3.530,1.380,0.970
31-10 15:47:00,80.952,3.258,14.787,1.003,0.0,0.0,0.0,233472.0,3160997888.0,71225344.0,1305780224.0,3734376448.0,662.0,0.0,3.530,1.380,0.970
31-10 15:47:01,94.962,3.275,1.763,0.0,0.0,0.0,0.0,77824.0,3270832128.0,71241728.0,1305960448.0,3624345600.0,1102.0,64.0,3.530,1.380,0.970
31-10 15:47:02,98.753,0.998,0.249,0.0,0.0,0.0,0.0,16384.0,3344261120.0,71241728.0,1305874432.0,3551002624.0,0.0,0.0,3.730,1.460,1.0
31-10 15:47:03,97.494,2.256,0.251,0.0,0.0,0.0,0.0,8192.0,3388452864.0,71241728.0,1305878528.0,3506806784.0,700.0,0.0,3.730,1.460,1.0
31-10 15:47:04,97.995,2.005,0.0,0.0,0.0,0.0,0.0,32768.0,3481341952.0,71241728.0,1305870336.0,3413925888.0,122.0,0.0,3.730,1.460,1.0
31-10 15:47:05,96.734,2.764,0.503,0.0,0.0,0.0,0.0,86016.0,3539935232.0,71249920.0,1305878528.0,3355316224.0,134.0,0.0,3.730,1.460,1.0
31-10 15:47:06,98.0,1.500,0.500,0.0,0.0,0.0,0.0,45056.0,3602915328.0,71249920.0,1305767936.0,3292446720.0,0.0,0.0,3.730,1.460,1.0
31-10 15:47:07,97.243,1.754,1.003,0.0,0.0,0.0,0.0,270336.0,3652669440.0,71249920.0,1305767936.0,3242692608.0,0.0,0.0,3.830,1.520,1.020
31-10 15:47:08,97.750,2.0,0.250,0.0,0.0,0.0,0.0,167936.0,3733200896.0,71249920.0,1305845760.0,3162083328.0,580.0,0.0,3.830,1.520,1.020
31-10 15:47:09,97.739,2.010,0.251,0.0,0.0,0.0,0.0,110592.0,3753586688.0,71258112.0,1305718784.0,3141816320.0,0.0,0.0,3.830,1.520,1.020
31-10 15:47:10,94.737,4.010,1.003,0.0,0.0,0.251,0.0,413696.0,3872296960.0,71266304.0,1305731072.0,3023085568.0,134.0,0.0,3.830,1.520,1.020
31-10 15:47:11,97.0,3.0,0.0,0.0,0.0,0.0,0.0,192512.0,3915681792.0,71266304.0,1304375296.0,2981056512.0,0.0,0.0,3.830,1.520,1.020
31-10 15:47:12,96.250,2.750,1.0,0.0,0.0,0.0,4096.0,3125248.0,3611901952.0,71266304.0,1305841664.0,3283369984.0,0.0,0.0,3.760,1.540,1.030
31-10 15:47:13,92.462,2.764,4.774,0.0,0.0,0.0,0.0,237568.0,3747438592.0,71266304.0,1305808896.0,3147866112.0,0.0,0.0,3.760,1.540,1.030
31-10 15:47:14,82.0,6.0,10.750,1.250,0.0,0.0,0.0,3014656.0,3430363136.0,71274496.0,1303977984.0,3466764288.0,0.0,0.0,3.760,1.540,1.030
31-10 15:47:15,76.131,3.015,20.101,0.754,0.0,0.0,0.0,2768896.0,3142311936.0,71274496.0,1305903104.0,3752890368.0,134.0,0.0,3.760,1.540,1.030
31-10 15:47:16,92.172,1.010,6.566,0.253,0.0,0.0,0.0,0.0,3194953728.0,71274496.0,1305837568.0,3700314112.0,90.0,0.0,3.760,1.540,1.030
31-10 15:47:17,95.238,1.754,3.008,0.0,0.0,0.0,0.0,65536.0,3233697792.0,71282688.0,1305829376.0,3661570048.0,0.0,0.0,3.860,1.600,1.050
31-10 15:47:18,93.233,1.754,4.762,0.251,0.0,0.0,0.0,16384.0,3269574656.0,71282688.0,1305833472.0,3625689088.0,0.0,0.0,3.860,1.600,1.050
31-10 15:47:19,94.458,1.763,3.778,0.0,0.0,0.0,0.0,40960.0,3328196608.0,71282688.0,1305837568.0,3567063040.0,0.0,0.0,3.860,1.600,1.050
31-10 15:47:20,90.977,2.256,6.266,0.501,0.0,0.0,0.0,98304.0,3420217344.0,71290880.0,1305825280.0,3475046400.0,134.0,0.0,3.860,1.600,1.050
31-10 15:47:21,92.677,1.263,6.061,0.0,0.0,0.0,0.0,167936.0,3489779712.0,71290880.0,1305718784.0,3405590528.0,0.0,0.0,3.860,1.600,1.050
31-10 15:47:22,92.0,2.500,5.250,0.250,0.0,0.0,0.0,516096.0,3513204736.0,71290880.0,1305759744.0,3382124544.0,0.0,0.0,3.790,1.630,1.060
31-10 15:47:23,91.980,1.754,5.764,0.251,0.0,0.251,0.0,221184.0,3637002240.0,71290880.0,1305825280.0,3258261504.0,90.0,0.0,3.790,1.630,1.060
31-10 15:47:24,91.500,3.750,4.500,0.250,0.0,0.0,0.0,2752512.0,3373867008.0,71290880.0,1305747456.0,3521474560.0,0.0,0.0,3.790,1.630,1.060
31-10 15:47:25,58.883,2.284,37.817,1.015,0.0,0.0,0.0,3063808.0,3039019008.0,71307264.0,1305759744.0,3856293888.0,882.0,0.0,3.790,1.630,1.060
31-10 15:47:26,43.325,1.763,53.401,1.511,0.0,0.0,0.0,12288.0,3106660352.0,71307264.0,1305878528.0,3788533760.0,0.0,0.0,3.790,1.630,1.060
31-10 15:47:27,67.758,1.259,30.479,0.504,0.0,0.0,0.0,0.0,3124396032.0,71307264.0,1305878528.0,3770798080.0,91.0,0.0,3.730,1.650,1.070
31-10 15:47:28,59.950,1.259,38.287,0.504,0.0,0.0,0.0,16384.0,3179982848.0,71307264.0,1305817088.0,3715272704.0,0.0,0.0,3.730,1.650,1.070
31-10 15:47:29,56.203,1.013,41.519,1.266,0.0,0.0,0.0,45056.0,3253346304.0,71307264.0,1305817088.0,3641909248.0,0.0,0.0,3.730,1.650,1.070
31-10 15:47:30,60.750,1.250,36.250,1.500,0.0,0.250,0.0,483328.0,3259527168.0,71323648.0,1305702400.0,3635826688.0,134.0,0.0,3.730,1.650,1.070
31-10 15:47:31,88.250,2.250,9.250,0.250,0.0,0.0,0.0,307200.0,3388428288.0,71323648.0,1305845760.0,3506782208.0,186.0,64.0,3.730,1.650,1.070
31-10 15:47:32,92.714,3.266,4.020,0.0,0.0,0.0,0.0,45056.0,3516030976.0,71323648.0,1304600576.0,3380424704.0,0.0,0.0,3.830,1.700,1.090
31-10 15:47:33,91.750,3.250,4.750,0.250,0.0,0.0,0.0,2748416.0,3184414720.0,71323648.0,1305837568.0,3710803968.0,700.0,0.0,3.830,1.700,1.090
31-10 15:47:34,92.481,1.754,5.764,0.0,0.0,0.0,0.0,16384.0,3250524160.0,71323648.0,1305837568.0,3644694528.0,0.0,0.0,3.830,1.700,1.090
31-10 15:47:35,86.398,2.519,10.831,0.252,0.0,0.0,0.0,233472.0,3374465024.0,71331840.0,1305837568.0,3520745472.0,134.0,0.0,3.830,1.700,1.090
31-10 15:47:36,96.250,3.0,0.750,0.0,0.0,0.0,0.0,135168.0,3427905536.0,71340032.0,1305862144.0,3467272192.0,0.0,0.0,3.830,1.700,1.090
31-10 15:47:37,96.992,2.757,0.251,0.0,0.0,0.0,0.0,0.0,3487899648.0,71340032.0,1305763840.0,3407376384.0,0.0,0.0,4.160,1.810,1.130
31-10 15:47:38,98.246,1.754,0.0,0.0,0.0,0.0,0.0,188416.0,3508654080.0,71340032.0,1305763840.0,3386621952.0,0.0,0.0,4.160,1.810,1.130
31-10 15:47:39,96.992,2.506,0.501,0.0,0.0,0.0,0.0,217088.0,3575312384.0,71340032.0,1305812992.0,3319914496.0,0.0,0.0,4.160,1.810,1.130
31-10 15:47:40,96.985,2.261,0.754,0.0,0.0,0.0,0.0,249856.0,3714273280.0,71348224.0,1305862144.0,3180896256.0,134.0,0.0,4.160,1.810,1.130
31-10 15:47:41,95.739,3.258,1.003,0.0,0.0,0.0,0.0,81920.0,3804872704.0,71348224.0,1305853952.0,3090305024.0,0.0,0.0,4.160,1.810,1.130
31-10 15:47:42,96.231,2.261,1.508,0.0,0.0,0.0,0.0,16384.0,3874390016.0,71348224.0,1303179264.0,3023462400.0,0.0,0.0,4.470,1.910,1.170
31-10 15:47:43,95.739,3.509,0.752,0.0,0.0,0.0,0.0,2850816.0,3521478656.0,71348224.0,1305755648.0,3373797376.0,91.0,0.0,4.470,1.910,1.170
31-10 15:47:44,97.0,2.750,0.250,0.0,0.0,0.0,0.0,180224.0,3557769216.0,71348224.0,1305767936.0,3337494528.0,0.0,0.0,4.470,1.910,1.170
31-10 15:47:45,95.990,2.506,1.504,0.0,0.0,0.0,0.0,733184.0,3683860480.0,71364608.0,1305862144.0,3211292672.0,134.0,0.0,4.470,1.910,1.170
31-10 15:47:46,97.257,2.494,0.249,0.0,0.0,0.0,0.0,258048.0,3756322816.0,71364608.0,1305870336.0,3138822144.0,0.0,0.0,4.470,1.910,1.170
31-10 15:47:47,96.482,2.513,0.754,0.251,0.0,0.0,0.0,2715648.0,3850346496.0,71364608.0,1305944064.0,3044724736.0,0.0,0.0,4.590,1.980,1.190
31-10 15:47:48,95.238,3.008,1.504,0.251,0.0,0.0,0.0,102400.0,3534151680.0,71364608.0,1305870336.0,3360993280.0,0.0,0.0,4.590,1.980,1.190
31-10 15:47:49,85.213,3.509,10.777,0.251,0.0,0.251,0.0,2740224.0,3209936896.0,71364608.0,1305862144.0,3685216256.0,64.0,0.0,4.590,1.980,1.190
31-10 15:47:50,66.250,1.500,30.500,1.750,0.0,0.0,0.0,360448.0,3255164928.0,71380992.0,1307684864.0,3638149120.0,134.0,0.0,4.590,1.980,1.190
31-10 15:47:51,63.476,1.008,34.257,1.259,0.0,0.0,0.0,249856.0,3260530688.0,71380992.0,1307746304.0,3632721920.0,0.0,0.0,4.590,1.980,1.190
31-10 15:47:52,49.246,1.005,48.241,1.508,0.0,0.0,0.0,217088.0,3371126784.0,71380992.0,1307848704.0,3522023424.0,154.0,0.0,4.310,1.960,1.190
31-10 15:47:53,48.363,1.763,48.615,1.259,0.0,0.0,0.0,2748416.0,3059556352.0,71380992.0,1307660288.0,3833782272.0,0.0,0.0,4.310,1.960,1.190
31-10 15:47:54,49.500,0.500,49.0,1.0,0.0,0.0,0.0,0.0,3117637632.0,71380992.0,1307787264.0,3775574016.0,0.0,0.0,4.310,1.960,1.190
31-10 15:47:55,70.529,1.008,27.960,0.504,0.0,0.0,0.0,16384.0,3144478720.0,71380992.0,1307787264.0,3748732928.0,134.0,0.0,4.310,1.960,1.190
31-10 15:47:56,61.153,1.754,36.090,1.003,0.0,0.0,0.0,253952.0,3188850688.0,71389184.0,1307770880.0,3704369152.0,186.0,0.0,4.310,1.960,1.190
31-10 15:47:57,57.935,1.008,40.554,0.504,0.0,0.0,0.0,81920.0,3257184256.0,71397376.0,1307766784.0,3636031488.0,0.0,0.0,4.120,1.960,1.200
31-10 15:47:58,67.506,1.763,29.975,0.756,0.0,0.0,0.0,405504.0,3282694144.0,71397376.0,1307709440.0,3610578944.0,0.0,0.0,4.120,1.960,1.200
31-10 15:47:59,58.250,2.250,38.500,1.0,0.0,0.0,0.0,61440.0,3413164032.0,71397376.0,1307779072.0,3480039424.0,0.0,0.0,4.120,1.960,1.200
31-10 15:48:00,44.472,1.508,52.764,1.256,0.0,0.0,0.0,2748416.0,3086385152.0,71397376.0,1307779072.0,3806818304.0,198.0,64.0,4.120,1.960,1.200
31-10 15:48:01,52.806,0.765,44.898,1.531,0.0,0.0,0.0,270336.0,3116433408.0,71413760.0,1307938816.0,3776593920.0,90.0,0.0,4.120,1.960,1.200
31-10 15:48:02,65.990,2.030,30.964,1.015,0.0,0.0,0.0,16384.0,3167440896.0,71413760.0,1307820032.0,3725705216.0,0.0,0.0,4.030,1.980,1.210
31-10 15:48:03,56.642,1.504,40.602,1.253,0.0,0.0,4096.0,45056.0,3245867008.0,71413760.0,1306316800.0,3648782336.0,700.0,0.0,4.030,1.980,1.210
31-10 15:48:04,58.987,1.013,38.481,1.519,0.0,0.0,0.0,163840.0,3257475072.0,71413760.0,1306132480.0,3637358592.0,64.0,0.0,4.030,1.980,1.210
31-10 15:48:05,53.944,1.781,42.748,1.527,0.0,0.0,0.0,282624.0,3278245888.0,71413760.0,1306247168.0,3616473088.0,134.0,0.0,4.030,1.980,1.210
31-10 15:48:06,56.203,3.038,39.241,1.519,0.0,0.0,0.0,2838528.0,3440697344.0,71413760.0,1306112000.0,3454156800.0,0.0,0.0,4.030,1.980,1.210
31-10 15:48:07,41.772,2.025,54.177,2.025,0.0,0.0,0.0,278528.0,3098861568.0,71421952.0,1306304512.0,3795791872.0,0.0,0.0,3.950,2.0,1.220
31-10 15:48:08,53.061,2.041,43.878,1.020,0.0,0.0,0.0,0.0,3116494848.0,71421952.0,1306271744.0,3778191360.0,0.0,0.0,3.950,2.0,1.220
31-10 15:48:09,65.578,1.005,32.663,0.754,0.0,0.0,0.0,77824.0,3167211520.0,71430144.0,1306288128.0,3727450112.0,0.0,0.0,3.950,2.0,1.220
31-10 15:48:10,57.357,1.746,39.900,0.748,0.0,0.249,0.0,45056.0,3250163712.0,71430144.0,1306296320.0,3644489728.0,134.0,0.0,3.950,2.0,1.220
31-10 15:48:11,62.531,0.993,35.980,0.496,0.0,0.0,0.0,262144.0,3255988224.0,71430144.0,1306349568.0,3638611968.0,0.0,0.0,3.950,2.0,1.220
31-10 15:48:12,63.819,2.261,33.166,0.754,0.0,0.0,0.0,204800.0,3402387456.0,71430144.0,1306226688.0,3492335616.0,0.0,0.0,3.950,2.030,1.230
31-10 15:48:13,92.929,2.525,4.545,0.0,0.0,0.0,0.0,2879488.0,3534336000.0,71438336.0,1306034176.0,3360571392.0,0.0,0.0,3.950,2.030,1.230
31-10 15:48:14,82.456,3.008,14.035,0.501,0.0,0.0,0.0,65536.0,3179167744.0,71438336.0,1306251264.0,3715522560.0,0.0,0.0,3.950,2.030,1.230
31-10 15:48:15,94.458,2.015,3.526,0.0,0.0,0.0,0.0,16384.0,3240771584.0,71438336.0,1306251264.0,3653918720.0,134.0,0.0,3.950,2.030,1.230
31-10 15:48:16,88.750,2.500,8.250,0.250,0.0,0.250,0.0,24576.0,3302346752.0,71438336.0,1306247168.0,3592347648.0,0.0,0.0,3.950,2.030,1.230
31-10 15:48:17,93.719,1.256,4.774,0.251,0.0,0.0,0.0,77824.0,3378233344.0,71446528.0,1306251264.0,3516448768.0,642.0,0.0,4.360,2.150,1.270
31-10 15:48:18,94.236,3.258,2.506,0.0,0.0,0.0,0.0,94208.0,3464261632.0,71454720.0,1306279936.0,3430383616.0,0.0,0.0,4.360,2.150,1.270
31-10 15:48:19,96.977,1.763,1.259,0.0,0.0,0.0,0.0,36864.0,3569553408.0,71454720.0,1306177536.0,3325194240.0,0.0,0.0,4.360,2.150,1.270
31-10 15:48:20,96.491,1.504,2.005,0.0,0.0,0.0,0.0,249856.0,3591585792.0,71454720.0,1306181632.0,3303157760.0,134.0,0.0,4.360,2.150,1.270
31-10 15:48:21,97.494,2.005,0.501,0.0,0.0,0.0,0.0,151552.0,3620179968.0,71454720.0,1306234880.0,3274510336.0,0.0,0.0,4.360,2.150,1.270
31-10 15:48:22,97.500,2.500,0.0,0.0,0.0,0.0,0.0,184320.0,3747401728.0,71454720.0,1306218496.0,3147304960.0,0.0,0.0,4.570,2.230,1.310
